[Actions]
SessionID,Round,NumRegions,Step,Action,TimeTaken(s)
zhangcheng,1,20,34,"Colored Region 11 with Color 1",1.3
zhangcheng,1,20,35,"Colored Region 4 with Color 1",3.8
zhangcheng,1,20,36,"Colored Region 4 with Eraser",13.2
zhangcheng,1,20,37,"Colored Region 19 with Color 1",4.8
zhangcheng,1,20,38,"Colored Region 3 with Color 3",6.7
zhangcheng,1,20,39,"Colored Region 13 with Color 3",1.6
zhangcheng,1,20,40,"Colored Region 2 with Color 3",1.3
zhangcheng,1,20,41,"Colored Region 2 with Eraser",9.9
zhangcheng,1,20,42,"Colored Region 1 with Color 3",3.9
zhangcheng,1,20,43,"Colored Region 7 with Color 2",6.0
zhangcheng,1,20,44,"Colored Region 4 with Color 2",1.6
zhangcheng,1,20,45,"Colored Region 8 with Color 2",2.8
zhangcheng,1,20,46,"Colored Region 8 with Eraser",2.7
zhangcheng,1,20,47,"Colored Region 5 with Color 3",14.1
zhangcheng,1,20,48,"Colored Region 2 with Color 2",8.8
zhangcheng,1,20,49,"Colored Region 7 with Color 3",19.7
zhangcheng,1,20,50,"Colored Region 1 with Color 1",3.1
zhangcheng,1,20,51,"Colored Region 19 with Eraser",6.3
zhangcheng,1,20,52,"Colored Region 5 with Eraser",2.0
zhangcheng,1,20,53,"Colored Region 3 with Eraser",1.0
zhangcheng,1,20,54,"Colored Region 7 with Eraser",1.2
zhangcheng,1,20,55,"Colored Region 5 with Color 3",11.0
zhangcheng,1,20,56,"Colored Region 1 with Eraser",24.7
zhangcheng,1,20,57,"Colored Region 8 with Color 1",7.6
zhangcheng,1,20,58,"Colored Region 11 with Eraser",3.2
zhangcheng,1,20,59,"Colored Region 7 with Color 1",4.4
zhangcheng,1,20,60,"Colored Region 7 with Eraser",3.5
zhangcheng,1,20,61,"Colored Region 8 with Eraser",8.6
zhangcheng,1,20,62,"Colored Region 11 with Color 1",12.8
zhangcheng,1,20,63,"Colored Region 13 with Eraser",9.6
zhangcheng,1,20,64,"Colored Region 6 with Eraser",1.0
zhangcheng,1,20,65,"Colored Region 2 with Eraser",1.1
zhangcheng,1,20,66,"Colored Region 6 with Color 1",5.0
zhangcheng,1,20,67,"Colored Region 9 with Eraser",6.7
zhangcheng,1,20,68,"Colored Region 9 with Color 3",3.7
zhangcheng,1,20,69,"Colored Region 3 with Color 1",6.6
zhangcheng,1,20,70,"Colored Region 8 with Color 1",5.7
zhangcheng,1,20,71,"Colored Region 2 with Color 2",2.6
zhangcheng,1,20,72,"Colored Region 13 with Color 2",2.4
zhangcheng,1,20,73,"Colored Region 7 with Color 2",2.9
zhangcheng,1,20,74,"Colored Region 1 with Color 3",9.2
zhangcheng,1,20,75,"Colored Region 16 with Eraser",10.9
zhangcheng,1,20,76,"Colored Region 16 with Color 3",2.5
zhangcheng,1,20,77,"Colored Region 20 with Eraser",18.3
zhangcheng,1,20,78,"Colored Region 3 with Eraser",1.0
zhangcheng,1,20,79,"Colored Region 20 with Color 1",9.7
zhangcheng,1,20,80,"Colored Region 19 with Color 4",5.7
zhangcheng,1,20,81,"Colored Region 9 with Eraser",4.3
zhangcheng,1,20,82,"Colored Region 20 with Eraser",1.4
zhangcheng,1,20,83,"Colored Region 13 with Eraser",13.8
zhangcheng,1,20,84,"Colored Region 13 with Color 1",5.4
zhangcheng,1,20,85,"Colored Region 6 with Eraser",3.1
zhangcheng,1,20,86,"Colored Region 3 with Color 1",3.9
zhangcheng,1,20,87,"Colored Region 9 with Color 2",9.9
zhangcheng,1,20,88,"Colored Region 20 with Color 3",2.9
zhangcheng,1,20,89,"Colored Region 15 with Eraser",6.1
zhangcheng,1,20,90,"Colored Region 13 with Eraser",4.9
zhangcheng,1,20,91,"Colored Region 6 with Color 1",6.5
zhangcheng,1,20,92,"Colored Region 15 with Color 2",11.2
zhangcheng,1,20,93,"Colored Region 13 with Color 4",3.6
zhangcheng,1,20,94,"Colored Region 19 with Eraser",2.5
zhangcheng,1,20,95,"Colored Region 8 with Color 4",7.2
zhangcheng,1,20,96,"Colored Region 19 with Color 1",5.0
zhangcheng,2,23,97,"Game Started (23 regions)",0.0
zhangcheng,2,23,98,"Colored Region 15 with Color 1",4.5
zhangcheng,2,23,99,"Colored Region 2 with Color 1",2.6
zhangcheng,2,23,100,"Colored Region 16 with Color 1",1.4
zhangcheng,2,23,101,"Colored Region 14 with Color 1",1.3
zhangcheng,2,23,102,"Colored Region 12 with Color 2",4.9
zhangcheng,2,23,103,"Colored Region 7 with Color 2",4.9
zhangcheng,2,23,104,"Colored Region 23 with Color 2",1.3
zhangcheng,2,23,105,"Colored Region 11 with Color 2",2.1
zhangcheng,2,23,106,"Colored Region 5 with Color 2",4.1
zhangcheng,2,23,107,"Colored Region 5 with Eraser",6.1
zhangcheng,2,23,108,"Colored Region 22 with Color 2",2.6
zhangcheng,2,23,109,"Colored Region 5 with Color 3",5.4
zhangcheng,2,23,110,"Colored Region 10 with Color 3",2.4
zhangcheng,2,23,111,"Colored Region 6 with Color 3",1.3
zhangcheng,2,23,112,"Colored Region 17 with Color 4",6.3
zhangcheng,2,23,113,"Colored Region 20 with Color 4",1.8
zhangcheng,2,23,114,"Colored Region 13 with Color 4",1.2
zhangcheng,2,23,115,"Colored Region 21 with Color 4",2.5
zhangcheng,2,23,116,"Colored Region 8 with Color 1",7.2
zhangcheng,2,23,117,"Colored Region 18 with Color 1",1.2
zhangcheng,2,23,118,"Colored Region 19 with Color 1",3.1
zhangcheng,2,23,119,"Colored Region 19 with Eraser",4.9
zhangcheng,2,23,120,"Colored Region 3 with Color 1",2.7
zhangcheng,2,23,121,"Colored Region 19 with Color 2",4.2
zhangcheng,2,23,122,"Colored Region 4 with Color 2",2.6
zhangcheng,2,23,123,"Colored Region 4 with Eraser",3.0
zhangcheng,2,23,124,"Colored Region 4 with Color 3",4.7
zhangcheng,2,23,125,"Colored Region 21 with Eraser",18.9
zhangcheng,2,23,126,"Colored Region 7 with Eraser",8.3
zhangcheng,2,23,127,"Colored Region 7 with Color 4",7.3
zhangcheng,2,23,128,"Colored Region 1 with Color 2",4.7
zhangcheng,2,23,129,"Colored Region 3 with Eraser",19.9
zhangcheng,2,23,130,"Colored Region 3 with Color 1",3.6
zhangcheng,2,23,131,"Colored Region 3 with Eraser",6.7
zhangcheng,2,23,132,"Colored Region 3 with Color 4",2.9
zhangcheng,2,23,133,"Colored Region 21 with Color 3",2.4
zhangcheng,2,23,134,"Colored Region 9 with Color 1",4.6
zhangcheng,3,26,135,"Game Started (26 regions)",0.0
zhangcheng,3,26,136,"Colored Region 8 with Color 1",10.2
zhangcheng,3,26,137,"Colored Region 5 with Color 1",2.8
zhangcheng,3,26,138,"Colored Region 10 with Color 1",1.5
zhangcheng,3,26,139,"Colored Region 13 with Color 1",2.1
zhangcheng,3,26,140,"Colored Region 17 with Color 2",18.1
zhangcheng,3,26,141,"Colored Region 23 with Color 2",6.3
zhangcheng,3,26,142,"Colored Region 16 with Color 2",3.4
zhangcheng,3,26,143,"Colored Region 24 with Color 2",7.0
zhangcheng,3,26,144,"Colored Region 25 with Color 1",4.2
zhangcheng,3,26,145,"Colored Region 4 with Color 4",6.5
zhangcheng,3,26,146,"Colored Region 11 with Color 3",5.3
zhangcheng,3,26,147,"Colored Region 21 with Color 2",5.6
zhangcheng,3,26,148,"Colored Region 6 with Color 4",4.6
zhangcheng,3,26,149,"Colored Region 12 with Color 4",1.6
zhangcheng,3,26,150,"Colored Region 18 with Color 4",3.7
zhangcheng,3,26,151,"Colored Region 2 with Color 4",3.4
zhangcheng,3,26,152,"Colored Region 1 with Color 2",7.0
zhangcheng,3,26,153,"Colored Region 7 with Color 4",3.5
zhangcheng,3,26,154,"Colored Region 22 with Color 4",3.0
zhangcheng,3,26,155,"Colored Region 19 with Color 1",3.0
zhangcheng,3,26,156,"Colored Region 3 with Color 1",2.0
zhangcheng,3,26,157,"Colored Region 3 with Eraser",3.1
zhangcheng,3,26,158,"Colored Region 15 with Color 1",3.8
zhangcheng,3,26,159,"Colored Region 9 with Color 1",1.4
zhangcheng,3,26,160,"Colored Region 20 with Color 1",3.2
zhangcheng,3,26,161,"Colored Region 3 with Color 3",3.8
zhangcheng,3,26,162,"Colored Region 14 with Color 3",0.9
zhangcheng,3,26,163,"Colored Region 26 with Color 3",0.7
zhangcheng,4,28,164,"Game Started (28 regions)",0.0
zhangcheng,4,28,165,"Colored Region 6 with Color 1",3.4
zhangcheng,4,28,166,"Colored Region 22 with Color 1",1.8
zhangcheng,4,28,167,"Colored Region 18 with Color 1",1.3
zhangcheng,4,28,168,"Colored Region 25 with Color 1",1.5
zhangcheng,4,28,169,"Colored Region 24 with Color 1",4.8
zhangcheng,4,28,170,"Colored Region 21 with Color 4",5.1
zhangcheng,4,28,171,"Colored Region 11 with Color 4",0.9
zhangcheng,4,28,172,"Colored Region 11 with Eraser",3.2
zhangcheng,4,28,173,"Colored Region 24 with Eraser",3.4
zhangcheng,4,28,174,"Colored Region 18 with Eraser",12.2
zhangcheng,4,28,175,"Colored Region 4 with Color 1",3.4
zhangcheng,4,28,176,"Colored Region 18 with Color 4",2.5
zhangcheng,4,28,177,"Colored Region 1 with Color 4",1.0
zhangcheng,4,28,178,"Colored Region 21 with Eraser",2.7
zhangcheng,4,28,179,"Colored Region 25 with Eraser",1.0
zhangcheng,4,28,180,"Colored Region 21 with Color 4",3.4
zhangcheng,4,28,181,"Colored Region 25 with Color 4",1.5
zhangcheng,4,28,182,"Colored Region 11 with Color 1",2.6
zhangcheng,4,28,183,"Colored Region 2 with Color 1",7.4
zhangcheng,4,28,184,"Colored Region 15 with Color 1",1.8
zhangcheng,4,28,185,"Colored Region 26 with Color 4",4.3
zhangcheng,4,28,186,"Colored Region 23 with Color 4",2.2
zhangcheng,4,28,187,"Colored Region 28 with Color 4",5.4
zhangcheng,4,28,188,"Colored Region 3 with Color 1",2.8
zhangcheng,4,28,189,"Colored Region 16 with Color 2",3.5
zhangcheng,4,28,190,"Colored Region 10 with Color 2",1.4
zhangcheng,4,28,191,"Colored Region 19 with Color 2",8.5
zhangcheng,4,28,192,"Colored Region 5 with Color 2",13.3
zhangcheng,4,28,193,"Colored Region 5 with Eraser",10.1
zhangcheng,4,28,194,"Colored Region 12 with Color 2",2.2
zhangcheng,4,28,195,"Colored Region 5 with Color 4",10.6
zhangcheng,4,28,196,"Colored Region 8 with Color 4",2.4
zhangcheng,4,28,197,"Colored Region 5 with Color 3",3.0
zhangcheng,4,28,198,"Colored Region 28 with Color 3",1.7
zhangcheng,4,28,199,"Colored Region 5 with Color 4",2.6
zhangcheng,4,28,200,"Colored Region 24 with Color 3",11.6
zhangcheng,4,28,201,"Colored Region 20 with Color 2",6.1
zhangcheng,4,28,202,"Colored Region 27 with Color 1",61.7
zhangcheng,4,28,203,"Colored Region 7 with Color 4",3.6
zhangcheng,4,28,204,"Colored Region 9 with Color 3",10.6
zhangcheng,4,28,205,"Colored Region 17 with Color 1",26.7
zhangcheng,4,28,206,"Colored Region 1 with Eraser",10.4
zhangcheng,4,28,207,"Colored Region 1 with Color 3",2.7
zhangcheng,4,28,208,"Colored Region 23 with Eraser",6.1
zhangcheng,4,28,209,"Colored Region 23 with Color 2",2.4
zhangcheng,4,28,210,"Colored Region 13 with Color 4",3.1
zhangcheng,4,28,211,"Colored Region 9 with Eraser",8.5
zhangcheng,4,28,212,"Colored Region 23 with Eraser",11.1
zhangcheng,4,28,213,"Colored Region 23 with Color 3",3.7
zhangcheng,4,28,214,"Colored Region 14 with Color 3",1.3
zhangcheng,4,28,215,"Colored Region 19 with Eraser",7.3
zhangcheng,4,28,216,"Colored Region 24 with Eraser",0.9
zhangcheng,4,28,217,"Colored Region 20 with Eraser",2.6
zhangcheng,4,28,218,"Colored Region 20 with Color 3",3.5
zhangcheng,4,28,219,"Colored Region 9 with Color 2",4.5
zhangcheng,4,28,220,"Colored Region 24 with Color 2",7.2
zhangcheng,4,28,221,"Colored Region 19 with Color 3",2.9
zhangcheng,5,31,222,"Game Started (31 regions)",0.0
zhangcheng,5,31,223,"Colored Region 26 with Color 3",3.4
zhangcheng,5,31,224,"Colored Region 21 with Color 3",2.8
zhangcheng,5,31,225,"Colored Region 17 with Color 3",2.2
zhangcheng,5,31,226,"Colored Region 2 with Color 3",0.9
zhangcheng,5,31,227,"Colored Region 24 with Color 4",3.1
zhangcheng,5,31,228,"Colored Region 11 with Color 4",1.9
zhangcheng,5,31,229,"Colored Region 15 with Color 4",0.9
zhangcheng,5,31,230,"Colored Region 20 with Color 3",13.9
zhangcheng,5,31,231,"Colored Region 3 with Color 4",20.5
zhangcheng,5,31,232,"Colored Region 10 with Color 2",10.5
zhangcheng,5,31,233,"Colored Region 4 with Color 2",12.4
zhangcheng,5,31,234,"Colored Region 16 with Color 1",5.0
zhangcheng,5,31,235,"Colored Region 31 with Color 2",11.8
zhangcheng,5,31,236,"Colored Region 5 with Color 2",2.5
zhangcheng,5,31,237,"Colored Region 28 with Color 2",5.2
zhangcheng,5,31,238,"Colored Region 18 with Color 2",5.4
zhangcheng,5,31,239,"Colored Region 18 with Eraser",3.5
zhangcheng,5,31,240,"Colored Region 27 with Color 1",7.1
zhangcheng,5,31,241,"Colored Region 9 with Color 1",31.4
zhangcheng,5,31,242,"Colored Region 7 with Color 4",8.2
zhangcheng,5,31,243,"Colored Region 27 with Eraser",7.4
zhangcheng,5,31,244,"Colored Region 23 with Color 4",8.1
zhangcheng,5,31,245,"Colored Region 23 with Eraser",7.9
zhangcheng,5,31,246,"Colored Region 16 with Eraser",0.6
zhangcheng,5,31,247,"Colored Region 23 with Color 3",14.5
zhangcheng,5,31,248,"Colored Region 12 with Color 1",22.4
zhangcheng,5,31,249,"Colored Region 25 with Color 1",14.4
zhangcheng,5,31,250,"Colored Region 8 with Color 4",17.6
zhangcheng,5,31,251,"Colored Region 13 with Color 1",5.3
zhangcheng,5,31,252,"Colored Region 16 with Color 2",6.7
zhangcheng,5,31,253,"Colored Region 27 with Color 4",3.5
zhangcheng,5,31,254,"Colored Region 1 with Color 3",5.8
zhangcheng,5,31,255,"Colored Region 6 with Color 3",15.7
zhangcheng,5,31,256,"Colored Region 22 with Color 4",1.9
zhangcheng,5,31,257,"Colored Region 30 with Color 1",5.6
zhangcheng,5,31,258,"Colored Region 18 with Color 4",2.2
zhangcheng,5,31,259,"Colored Region 14 with Color 3",6.6
zhangcheng,5,31,260,"Colored Region 29 with Color 2",5.6
zhangcheng,5,31,261,"Colored Region 19 with Color 1",1.6
zhangcheng,6,34,262,"Game Started (34 regions)",0.0
zhangcheng,6,34,263,"Colored Region 16 with Color 1",3.7
zhangcheng,6,34,264,"Colored Region 10 with Color 1",1.0
zhangcheng,6,34,265,"Colored Region 6 with Color 1",0.9
zhangcheng,6,34,266,"Colored Region 11 with Color 1",0.9
zhangcheng,6,34,267,"Colored Region 22 with Color 2",2.0
zhangcheng,6,34,268,"Colored Region 6 with Color 2",2.4
zhangcheng,6,34,269,"Colored Region 14 with Color 2",2.2
zhangcheng,6,34,270,"Colored Region 1 with Color 1",2.7
zhangcheng,6,34,271,"Colored Region 28 with Color 1",13.3
zhangcheng,6,34,272,"Colored Region 30 with Color 2",3.4
zhangcheng,6,34,273,"Colored Region 29 with Color 2",4.4
zhangcheng,6,34,274,"Colored Region 23 with Color 3",3.2
zhangcheng,6,34,275,"Colored Region 8 with Color 3",4.0
zhangcheng,6,34,276,"Colored Region 9 with Color 3",3.0
zhangcheng,6,34,277,"Colored Region 20 with Color 1",3.2
zhangcheng,6,34,278,"Colored Region 34 with Color 2",1.7
zhangcheng,6,34,279,"Colored Region 19 with Color 4",6.3
zhangcheng,6,34,280,"Colored Region 33 with Color 4",4.2
zhangcheng,6,34,281,"Colored Region 27 with Color 2",7.1
zhangcheng,6,34,282,"Colored Region 15 with Color 2",3.4
zhangcheng,6,34,283,"Colored Region 3 with Color 2",7.8
zhangcheng,6,34,284,"Colored Region 13 with Color 2",2.1
zhangcheng,6,34,285,"Colored Region 3 with Color 3",2.4
zhangcheng,6,34,286,"Colored Region 31 with Color 3",12.8
zhangcheng,6,34,287,"Colored Region 21 with Color 4",1.6
zhangcheng,6,34,288,"Colored Region 24 with Color 4",5.2
zhangcheng,6,34,289,"Colored Region 32 with Color 4",2.8
zhangcheng,6,34,290,"Colored Region 12 with Color 4",1.0
zhangcheng,6,34,291,"Colored Region 18 with Color 4",1.9
zhangcheng,6,34,292,"Colored Region 26 with Color 4",2.0
zhangcheng,6,34,293,"Colored Region 25 with Color 1",3.0
zhangcheng,6,34,294,"Colored Region 5 with Color 3",7.1
zhangcheng,6,34,295,"Colored Region 7 with Color 2",2.6
zhangcheng,6,34,296,"Colored Region 2 with Color 3",4.9
zhangcheng,6,34,297,"Colored Region 4 with Color 4",4.3
zhangcheng,6,34,298,"Colored Region 17 with Color 1",2.3
zhangcheng,6,34,299,"Colored Region 17 with Eraser",2.7
zhangcheng,6,34,300,"Colored Region 28 with Eraser",8.4
zhangcheng,6,34,301,"Colored Region 4 with Eraser",0.3
zhangcheng,6,34,302,"Colored Region 28 with Color 4",1.9
zhangcheng,6,34,303,"Colored Region 4 with Color 2",5.6
zhangcheng,6,34,304,"Colored Region 4 with Eraser",2.4
zhangcheng,6,34,305,"Colored Region 13 with Eraser",2.2
zhangcheng,6,34,306,"Colored Region 4 with Color 2",2.9
zhangcheng,6,34,307,"Colored Region 17 with Color 1",1.4
zhangcheng,6,34,308,"Colored Region 13 with Color 2",16.9
zhangcheng,6,34,309,"Colored Region 4 with Eraser",1.6
zhangcheng,6,34,310,"Colored Region 28 with Eraser",3.7
zhangcheng,6,34,311,"Colored Region 28 with Color 3",6.7
zhangcheng,6,34,312,"Colored Region 23 with Eraser",2.0
zhangcheng,6,34,313,"Colored Region 4 with Color 4",4.5
zhangcheng,6,34,314,"Colored Region 23 with Color 1",4.3
zhangcheng,7,37,315,"Game Started (37 regions)",0.0
zhangcheng,7,37,316,"Colored Region 32 with Color 1",16.7
zhangcheng,7,37,317,"Colored Region 30 with Color 1",2.1
zhangcheng,7,37,318,"Colored Region 19 with Color 1",1.6
zhangcheng,7,37,319,"Colored Region 24 with Color 1",1.4
zhangcheng,7,37,320,"Colored Region 22 with Color 4",11.8
zhangcheng,7,37,321,"Colored Region 4 with Color 4",1.1
zhangcheng,7,37,322,"Colored Region 9 with Color 3",8.7
zhangcheng,7,37,323,"Colored Region 31 with Color 3",1.1
zhangcheng,7,37,324,"Colored Region 15 with Color 4",25.6
zhangcheng,7,37,325,"Colored Region 33 with Color 4",7.8
zhangcheng,7,37,326,"Colored Region 5 with Color 4",11.7
zhangcheng,7,37,327,"Colored Region 3 with Color 1",13.3
zhangcheng,7,37,328,"Colored Region 8 with Color 1",1.6
zhangcheng,7,37,329,"Colored Region 37 with Color 3",8.5
zhangcheng,7,37,330,"Colored Region 34 with Color 2",3.5
zhangcheng,7,37,331,"Colored Region 4 with Eraser",6.6
zhangcheng,7,37,332,"Colored Region 17 with Color 4",10.4
zhangcheng,7,37,333,"Colored Region 4 with Color 2",4.4
zhangcheng,7,37,334,"Colored Region 25 with Color 2",10.1
zhangcheng,7,37,335,"Colored Region 25 with Eraser",11.8
zhangcheng,7,37,336,"Colored Region 25 with Color 1",4.1
zhangcheng,7,37,337,"Colored Region 29 with Color 1",1.4
zhangcheng,7,37,338,"Colored Region 2 with Color 4",63.8
zhangcheng,7,37,339,"Colored Region 12 with Color 3",4.8
zhangcheng,7,37,340,"Colored Region 28 with Color 1",6.2
zhangcheng,7,37,341,"Colored Region 13 with Color 2",6.9
zhangcheng,7,37,342,"Colored Region 26 with Color 2",1.7
zhangcheng,7,37,343,"Colored Region 14 with Color 2",13.5
zhangcheng,7,37,344,"Colored Region 30 with Eraser",5.7
zhangcheng,7,37,345,"Colored Region 11 with Color 1",2.1
zhangcheng,7,37,346,"Colored Region 30 with Color 4",2.8
zhangcheng,7,37,347,"Colored Region 6 with Color 3",7.5
zhangcheng,7,37,348,"Colored Region 18 with Color 3",5.6
zhangcheng,7,37,349,"Colored Region 20 with Color 1",4.1
zhangcheng,7,37,350,"Colored Region 21 with Color 2",4.0
zhangcheng,7,37,351,"Colored Region 35 with Color 2",4.5
zhangcheng,7,37,352,"Colored Region 1 with Color 4",4.7
zhangcheng,7,37,353,"Colored Region 1 with Color 1",4.1
zhangcheng,7,37,354,"Colored Region 1 with Eraser",3.5
zhangcheng,7,37,355,"Colored Region 1 with Color 3",6.2
zhangcheng,7,37,356,"Colored Region 27 with Color 4",3.1
zhangcheng,7,37,357,"Colored Region 14 with Eraser",15.1
zhangcheng,7,37,358,"Colored Region 14 with Color 1",2.5
zhangcheng,7,37,359,"Colored Region 16 with Color 2",4.0
zhangcheng,7,37,360,"Colored Region 10 with Color 4",29.1
zhangcheng,7,37,361,"Colored Region 36 with Color 4",1.8
zhangcheng,7,37,362,"Colored Region 23 with Color 1",8.6
zhangcheng,7,37,363,"Colored Region 35 with Eraser",8.8
zhangcheng,7,37,364,"Colored Region 35 with Color 1",2.9
zhangcheng,7,37,365,"Colored Region 7 with Color 2",2.3
zhangcheng,8,39,366,"Game Started (39 regions)",0.0
zhangcheng,8,39,367,"Colored Region 27 with Color 2",3.7
zhangcheng,8,39,368,"Colored Region 25 with Color 2",3.5
zhangcheng,8,39,369,"Colored Region 6 with Color 2",1.4
zhangcheng,8,39,370,"Colored Region 30 with Color 2",1.3
zhangcheng,8,39,371,"Colored Region 11 with Color 2",0.7
zhangcheng,8,39,372,"Colored Region 7 with Color 1",2.2
zhangcheng,8,39,373,"Colored Region 10 with Color 1",0.6
zhangcheng,8,39,374,"Colored Region 20 with Color 1",1.6
zhangcheng,8,39,375,"Colored Region 14 with Color 1",0.7
zhangcheng,8,39,376,"Colored Region 33 with Color 3",23.0
zhangcheng,8,39,377,"Colored Region 24 with Color 3",2.7
zhangcheng,8,39,378,"Colored Region 34 with Color 4",4.8
zhangcheng,8,39,379,"Colored Region 17 with Color 1",5.2
zhangcheng,8,39,380,"Colored Region 2 with Color 1",2.0
zhangcheng,8,39,381,"Colored Region 39 with Color 2",4.2
zhangcheng,8,39,382,"Colored Region 28 with Color 3",8.8
zhangcheng,8,39,383,"Colored Region 33 with Eraser",1.4
zhangcheng,8,39,384,"Colored Region 33 with Color 1",2.8
zhangcheng,8,39,385,"Colored Region 1 with Color 1",5.2
zhangcheng,8,39,386,"Colored Region 21 with Color 1",2.3
zhangcheng,8,39,387,"Colored Region 1 with Color 3",5.0
zhangcheng,8,39,388,"Colored Region 5 with Color 3",6.8
zhangcheng,8,39,389,"Colored Region 16 with Color 4",3.7
zhangcheng,8,39,390,"Colored Region 31 with Color 3",5.3
zhangcheng,8,39,391,"Colored Region 13 with Color 1",6.1
zhangcheng,8,39,392,"Colored Region 19 with Color 1",5.6
zhangcheng,8,39,393,"Colored Region 26 with Color 2",6.3
zhangcheng,8,39,394,"Colored Region 23 with Color 2",1.5
zhangcheng,8,39,395,"Colored Region 9 with Color 1",3.0
zhangcheng,8,39,396,"Colored Region 38 with Color 3",9.8
zhangcheng,8,39,397,"Colored Region 18 with Color 4",3.1
zhangcheng,8,39,398,"Colored Region 32 with Color 3",6.2
zhangcheng,8,39,399,"Colored Region 22 with Color 2",5.7
zhangcheng,8,39,400,"Colored Region 35 with Color 2",30.4
zhangcheng,8,39,401,"Colored Region 3 with Color 2",3.8
zhangcheng,8,39,402,"Colored Region 37 with Color 2",6.0
zhangcheng,8,39,403,"Colored Region 36 with Color 3",3.3
zhangcheng,8,39,404,"Colored Region 12 with Color 1",3.5
zhangcheng,8,39,405,"Colored Region 12 with Eraser",2.0
zhangcheng,8,39,406,"Colored Region 12 with Color 4",1.7
zhangcheng,8,39,407,"Colored Region 15 with Color 1",3.6
zhangcheng,8,39,408,"Colored Region 8 with Color 1",1.7
zhangcheng,8,39,409,"Colored Region 29 with Color 2",8.2
zhangcheng,8,39,410,"Colored Region 33 with Eraser",13.8
zhangcheng,8,39,411,"Colored Region 12 with Eraser",0.4
zhangcheng,8,39,412,"Colored Region 12 with Color 1",1.8
zhangcheng,8,39,413,"Colored Region 33 with Color 4",4.7
zhangcheng,8,39,414,"Colored Region 34 with Eraser",3.8
zhangcheng,8,39,415,"Colored Region 4 with Color 4",3.1
zhangcheng,8,39,416,"Colored Region 28 with Color 4",3.3
zhangcheng,8,39,417,"Colored Region 28 with Eraser",3.2
zhangcheng,8,39,418,"Colored Region 34 with Color 3",7.1
zhangcheng,8,39,419,"Colored Region 28 with Color 1",9.1
zhangcheng,8,39,420,"Colored Region 17 with Eraser",1.8
zhangcheng,8,39,421,"Colored Region 17 with Color 4",1.7
zhangcheng,9,42,422,"Game Started (42 regions)",0.0
zhangcheng,9,42,423,"Colored Region 18 with Color 4",3.0
zhangcheng,9,42,424,"Colored Region 41 with Color 4",1.5
zhangcheng,9,42,425,"Colored Region 40 with Color 4",0.7
zhangcheng,9,42,426,"Colored Region 22 with Color 4",4.2
zhangcheng,9,42,427,"Colored Region 10 with Color 4",2.4
zhangcheng,9,42,428,"Colored Region 10 with Eraser",2.6
zhangcheng,9,42,429,"Colored Region 6 with Color 4",3.7
zhangcheng,9,42,430,"Colored Region 5 with Color 4",0.6
zhangcheng,9,42,431,"Colored Region 15 with Color 2",3.5
zhangcheng,9,42,432,"Colored Region 27 with Color 2",2.4
zhangcheng,9,42,433,"Colored Region 37 with Color 2",0.5
zhangcheng,9,42,434,"Colored Region 10 with Color 1",3.0
