SessionID,Experiment,Round,Step,Action,ConflictRegions,TimeTaken(s),action_type,region_ui,color_ui,region_zero_based,color_zero_based,started_regions,started_conflicts,attempt_id,attempt_total_step,attempt_recolor_step,conflict_region_count,max_attempt_id,is_final_attempt
Rex,experiment2,8,76,Recolored Region 33 to Color 2,33 36,14.8,recolor,33,2,32,1,,,1,8,7,2,1,True
Rex,experiment2,8,77,Recolored Region 36 to Color 1,34 36,4.9,recolor,36,1,35,0,,,1,9,8,2,1,True
Rex,experiment2,8,78,Recolored Region 36 to Color 4,6 36,12.2,recolor,36,4,35,3,,,1,10,9,2,1,True
Rex,experiment2,8,79,Recolored Region 6 to Color 3,6 12 18,4.3,recolor,6,3,5,2,,,1,11,10,3,1,True
Rex,experiment2,8,80,Recolored Region 18 to Color 2,6 12 18 27,3.1,recolor,18,2,17,1,,,1,12,11,4,1,True
Rex,experiment2,8,81,Recolored Region 27 to Color 4,6 12 19 27,4.2,recolor,27,4,26,3,,,1,13,12,4,1,True
Rex,experiment2,8,82,Recolored Region 19 to Color 1,6 12 19 42,5.0,recolor,19,1,18,0,,,1,14,13,4,1,True
Rex,experiment2,8,83,Recolored Region 42 to Color 3,6 12 23 42,8.2,recolor,42,3,41,2,,,1,15,14,4,1,True
Rex,experiment2,8,84,Recolored Region 23 to Color 2,6 10 12 23,3.4,recolor,23,2,22,1,,,1,16,15,4,1,True
Rex,experiment2,8,85,Recolored Region 10 to Color 4,6 12,2.5,recolor,10,4,9,3,,,1,17,16,2,1,True
Rex,experiment2,8,86,Recolored Region 6 to Color 4,6 36,3.9,recolor,6,4,5,3,,,1,18,17,2,1,True
Rex,experiment2,8,87,Recolored Region 36 to Color 1,34 36,3.3,recolor,36,1,35,0,,,1,19,18,2,1,True
Rex,experiment2,8,88,Recolored Region 34 to Color 3,26 34,3.5,recolor,34,3,33,2,,,1,20,19,2,1,True
Rex,experiment2,8,89,Recolored Region 26 to Color 4,25 26,5.0,recolor,26,4,25,3,,,1,21,20,2,1,True
Rex,experiment2,8,90,Recolored Region 15 to Color 3,25 26,3.3,recolor,15,3,14,2,,,1,22,21,2,1,True
Rex,experiment2,8,91,Recolored Region 25 to Color 2,2 25,4.5,recolor,25,2,24,1,,,1,23,22,2,1,True
Rex,experiment2,8,92,Recolored Region 2 to Color 3,,2.5,recolor,2,3,1,2,,,1,24,23,0,1,True
Rex,experiment2,9,93,"Game Started (45 regions, 4 conflicts)",9 11 15 24 25 29 42,0.0,game_started,,,,,45,4,1,1,,7,1,True
Rex,experiment2,9,94,Recolored Region 15 to Color 3,9 11 15 24 29 32 42,1.4,recolor,15,3,14,2,,,1,2,1,7,1,True
Rex,experiment2,9,95,Recolored Region 24 to Color 4,11 15 32 42,9.8,recolor,24,4,23,3,,,1,3,2,4,1,True
Rex,experiment2,9,96,Recolored Region 11 to Color 4,15 32,3.7,recolor,11,4,10,3,,,1,4,3,2,1,True
Rex,experiment2,9,97,Recolored Region 2 to Color 3,2 15 32 36,11.0,recolor,2,3,1,2,,,1,5,4,4,1,True
Rex,experiment2,9,98,Recolored Region 2 to Color 1,15 32,2.8,recolor,2,1,1,0,,,1,6,5,2,1,True
Rex,experiment2,9,99,Recolored Region 2 to Color 4,2 15 18 32,2.6,recolor,2,4,1,3,,,1,7,6,4,1,True
Rex,experiment2,9,100,Recolored Region 2 to Color 1,15 32,4.5,recolor,2,1,1,0,,,1,8,7,2,1,True
Rex,experiment2,9,101,Recolored Region 32 to Color 2,7 32,11.4,recolor,32,2,31,1,,,1,9,8,2,1,True
Rex,experiment2,9,102,Recolored Region 7 to Color 4,,5.8,recolor,7,4,6,3,,,1,10,9,0,1,True
Rex,experiment2,10,103,"Game Started (45 regions, 4 conflicts)",15 22 27 33 40 44,0.0,game_started,,,,,45,4,1,1,,6,1,True
Rex,experiment2,10,104,Recolored Region 44 to Color 2,11 15 22 27 33 40 44,3.7,recolor,44,2,43,1,,,1,2,1,7,1,True
Rex,experiment2,10,105,Recolored Region 33 to Color 4,11 15 22 27 40 44,2.6,recolor,33,4,32,3,,,1,3,2,6,1,True
Rex,experiment2,10,106,Recolored Region 44 to Color 3,15 21 22 27 40 44,7.4,recolor,44,3,43,2,,,1,4,3,6,1,True
Rex,experiment2,10,107,Recolored Region 40 to Color 1,15 21 27 44,7.9,recolor,40,1,39,0,,,1,5,4,4,1,True
Rex,experiment2,10,108,Recolored Region 21 to Color 1,15 21 27,2.7,recolor,21,1,20,0,,,1,6,5,3,1,True
Rex,experiment2,10,109,Recolored Region 44 to Color 1,15 21 27 44,0.5,recolor,44,1,43,0,,,1,7,6,4,1,True
Rex,experiment2,10,110,Recolored Region 15 to Color 2,15 21 27 35 44,6.9,recolor,15,2,14,1,,,1,8,7,5,1,True
Rex,experiment2,10,111,Recolored Region 15 to Color 1,15 21 27 44,5.7,recolor,15,1,14,0,,,1,9,8,4,1,True
Rex,experiment2,10,112,Recolored Region 27 to Color 2,21 27 36 44,1.9,recolor,27,2,26,1,,,1,10,9,4,1,True
Rex,experiment2,10,113,Recolored Region 33 to Color 3,21 27 36 44,9.4,recolor,33,3,32,2,,,1,11,10,4,1,True
Rex,experiment2,10,114,Recolored Region 27 to Color 4,18 21 27 44,1.7,recolor,27,4,26,3,,,1,12,11,4,1,True
Rex,experiment2,10,115,Recolored Region 36 to Color 4,18 21 27 36 44,1.5,recolor,36,4,35,3,,,1,13,12,5,1,True
Rex,experiment2,10,116,Recolored Region 27 to Color 2,21 44,3.1,recolor,27,2,26,1,,,1,14,13,2,1,True
Rex,experiment2,10,117,Recolored Region 44 to Color 4,,4.2,recolor,44,4,43,3,,,1,15,14,0,1,True
Rex,experiment2,11,118,"Game Started (45 regions, 6 conflicts)",1 9 12 14 28 32 34 35 38 41,0.0,game_started,,,,,45,6,1,1,,10,1,True
Rex,experiment2,11,119,Recolored Region 35 to Color 3,1 9 12 14 32 34 38 41,4.3,recolor,35,3,34,2,,,1,2,1,8,1,True
Rex,experiment2,11,120,Recolored Region 14 to Color 3,1 9 12 14 31 32 34 41,3.7,recolor,14,3,13,2,,,1,3,2,8,1,True
Rex,experiment2,11,121,Recolored Region 31 to Color 1,1 9 12 32 34 41,5.0,recolor,31,1,30,0,,,1,4,3,6,1,True
Rex,experiment2,11,122,Recolored Region 12 to Color 4,9 34,2.5,recolor,12,4,11,3,,,1,5,4,2,1,True
Rex,experiment2,11,123,Recolored Region 9 to Color 2,3 9,5.8,recolor,9,2,8,1,,,1,6,5,2,1,True
Rex,experiment2,11,124,Recolored Region 3 to Color 1,3 8 23 25 40,4.0,recolor,3,1,2,0,,,1,7,6,5,1,True
Rex,experiment2,11,125,Recolored Region 3 to Color 2,3 9,2.2,recolor,3,2,2,1,,,1,8,7,2,1,True
Rex,experiment2,11,126,Recolored Region 9 to Color 4,9 34,2.3,recolor,9,4,8,3,,,1,9,8,2,1,True
Rex,experiment2,11,127,Recolored Region 9 to Color 2,3 9,2.6,recolor,9,2,8,1,,,1,10,9,2,1,True
Rex,experiment2,11,128,Recolored Region 3 to Color 4,3 27,1.4,recolor,3,4,2,3,,,1,11,10,2,1,True
Rex,experiment2,11,129,Recolored Region 27 to Color 2,,2.5,recolor,27,2,26,1,,,1,12,11,0,1,True
Rex,experiment2,12,130,"Game Started (45 regions, 9 conflicts)",4 6 7 14 21 26 27 37 41 45,0.0,game_started,,,,,45,9,1,1,,10,1,True
Rex,experiment2,12,131,Recolored Region 45 to Color 2,4 6 7 14 21 26 27 37 41,20.4,recolor,45,2,44,1,,,1,2,1,9,1,True
Rex,experiment2,12,132,Recolored Region 37 to Color 3,4 6 7 14 21 27 41,6.0,recolor,37,3,36,2,,,1,3,2,7,1,True
Rex,experiment2,12,133,Recolored Region 27 to Color 1,4 6 7 14 21 41,5.2,recolor,27,1,26,0,,,1,4,3,6,1,True
Rex,experiment2,12,134,Recolored Region 7 to Color 1,4 7 14 21 41,5.5,recolor,7,1,6,0,,,1,5,4,5,1,True
Rex,experiment2,12,135,Recolored Region 8 to Color 3,4 7 8 14 21 34 41,10.3,recolor,8,3,7,2,,,1,6,5,7,1,True
Rex,experiment2,12,136,Recolored Region 8 to Color 1,4 7 8 14 21 41,2.4,recolor,8,1,7,0,,,1,7,6,6,1,True
Rex,experiment2,12,137,Recolored Region 21 to Color 4,4 7 8 14 41,1.7,recolor,21,4,20,3,,,1,8,7,5,1,True
Rex,experiment2,12,138,Recolored Region 4 to Color 2,7 8 14 41,3.7,recolor,4,2,3,1,,,1,9,8,4,1,True
Rex,experiment2,12,139,Recolored Region 41 to Color 3,7 8 14 20 41,14.7,recolor,41,3,40,2,,,1,10,9,5,1,True
Rex,experiment2,12,140,Recolored Region 7 to Color 3,7 8 14 20 37 41,2.4,recolor,7,3,6,2,,,1,11,10,6,1,True
Rex,experiment2,12,141,Recolored Region 20 to Color 1,7 8 14 37,16.3,recolor,20,1,19,0,,,1,12,11,4,1,True
Rex,experiment2,12,142,Recolored Region 8 to Color 4,7 8 21 37,15.3,recolor,8,4,7,3,,,1,13,12,4,1,True
Rex,experiment2,12,143,Recolored Region 21 to Color 1,7 37,1.6,recolor,21,1,20,0,,,1,14,13,2,1,True
Rex,experiment2,12,144,Recolored Region 45 to Color 4,6 7 37 45,8.7,recolor,45,4,44,3,,,1,15,14,4,1,True
Rex,experiment2,12,145,Recolored Region 6 to Color 2,6 7 11 37,1.6,recolor,6,2,5,1,,,1,16,15,4,1,True
Rex,experiment2,12,146,Recolored Region 11 to Color 4,7 37,2.4,recolor,11,4,10,3,,,1,17,16,2,1,True
Rex,experiment2,12,147,Recolored Region 7 to Color 1,7 14,6.2,recolor,7,1,6,0,,,1,18,17,2,1,True
Rex,experiment2,12,148,Recolored Region 7 to Color 3,7 37,2.2,recolor,7,3,6,2,,,1,19,18,2,1,True
Rex,experiment2,12,149,Recolored Region 37 to Color 1,26 37,4.2,recolor,37,1,36,0,,,1,20,19,2,1,True
Rex,experiment2,12,150,Recolored Region 26 to Color 4,2 26 45,6.3,recolor,26,4,25,3,,,1,21,20,3,1,True
Rex,experiment2,12,151,Recolored Region 26 to Color 2,6 26,2.5,recolor,26,2,25,1,,,1,22,21,2,1,True
Rex,experiment2,12,152,Recolored Region 26 to Color 3,15 26,10.6,recolor,26,3,25,2,,,1,23,22,2,1,True
Rex,experiment2,12,153,Recolored Region 15 to Color 1,,3.2,recolor,15,1,14,0,,,1,24,23,0,1,True
Rex,experiment2,13,154,"Game Started (45 regions, 8 conflicts)",2 5 11 14 22 24 32 35 37 40,0.0,game_started,,,,,45,8,1,1,,10,1,True
Rex,experiment2,13,155,Recolored Region 5 to Color 3,2 11 14 22 24 32 35 37 40,6.4,recolor,5,3,4,2,,,1,2,1,9,1,True
Rex,experiment2,13,156,Recolored Region 37 to Color 4,2 11 14 24 32 35,4.6,recolor,37,4,36,3,,,1,3,2,6,1,True
Rex,experiment2,13,157,Recolored Region 42 to Color 2,2 11 14 24 32 35 42,11.6,recolor,42,2,41,1,,,1,4,3,7,1,True
Rex,experiment2,13,158,Recolored Region 10 to Color 2,2 10 11 14 24 32 35 42,6.0,recolor,10,2,9,1,,,1,5,4,8,1,True
Rex,experiment2,13,159,Recolored Region 32 to Color 1,2 11 14 24 35,4.7,recolor,32,1,31,0,,,1,6,5,5,1,True
Rex,experiment2,13,160,Recolored Region 2 to Color 1,11 14 35,4.6,recolor,2,1,1,0,,,1,7,6,3,1,True
Rex,experiment2,13,161,Recolored Region 11 to Color 3,5 11 14 35,19.0,recolor,11,3,10,2,,,1,8,7,4,1,True
Rex,experiment2,13,162,Recolored Region 35 to Color 3,5 11 28 35,2.1,recolor,35,3,34,2,,,1,9,8,4,1,True
Rex,experiment2,13,163,Recolored Region 5 to Color 2,11 28 35,11.5,recolor,5,2,4,1,,,1,10,9,3,1,True
Rex,experiment2,13,164,Recolored Region 35 to Color 1,35 40,10.3,recolor,35,1,34,0,,,1,11,10,2,1,True
Rex,experiment2,13,165,Recolored Region 40 to Color 2,34 39 40,4.5,recolor,40,2,39,1,,,1,12,11,3,1,True
Rex,experiment2,13,166,Recolored Region 40 to Color 1,35 40,2.7,recolor,40,1,39,0,,,1,13,12,2,1,True
Rex,experiment2,13,167,Recolored Region 35 to Color 4,35 37,4.1,recolor,35,4,34,3,,,1,14,13,2,1,True
Rex,experiment2,13,168,Recolored Region 9 to Color 2,1 9 35 37 39,4.1,recolor,9,2,8,1,,,1,15,14,5,1,True
Rex,experiment2,13,169,Recolored Region 9 to Color 3,35 37,2.0,recolor,9,3,8,2,,,1,16,15,2,1,True
Rex,experiment2,13,170,Recolored Region 37 to Color 2,37 39,1.3,recolor,37,2,36,1,,,1,17,16,2,1,True
Rex,experiment2,13,171,Recolored Region 39 to Color 4,,2.1,recolor,39,4,38,3,,,1,18,17,0,1,True
Rex,experiment2,14,172,"Game Started (45 regions, 6 conflicts)",1 8 10 14 20 24 31 32 37 38 45,0.0,game_started,,,,,45,6,1,1,,11,1,True
Rex,experiment2,14,173,Recolored Region 10 to Color 1,1 8 20 24 31 32 37 38 45,4.5,recolor,10,1,9,0,,,1,2,1,9,1,True
Rex,experiment2,14,174,Recolored Region 20 to Color 2,1 8 24 31 32 37 38 45,2.8,recolor,20,2,19,1,,,1,3,2,8,1,True
Rex,experiment2,14,175,Recolored Region 16 to Color 3,1 8 16 24 31 32 37 38 45,9.4,recolor,16,3,15,2,,,1,4,3,9,1,True
Rex,experiment2,14,176,Recolored Region 19 to Color 2,1 8 16 19 24 25 31 32 37 38 45,1.3,recolor,19,2,18,1,,,1,5,4,11,1,True
Rex,experiment2,14,177,Recolored Region 19 to Color 1,1 8 16 24 31 32 37 38 45,4.2,recolor,19,1,18,0,,,1,6,5,9,1,True
Rex,experiment2,14,178,Recolored Region 24 to Color 2,1 8 32 37 38 45,5.1,recolor,24,2,23,1,,,1,7,6,6,1,True
Rex,experiment2,14,179,Recolored Region 45 to Color 1,8 32 37 38,7.9,recolor,45,1,44,0,,,1,8,7,4,1,True
Rex,experiment2,14,180,Recolored Region 37 to Color 1,32 38,5.0,recolor,37,1,36,0,,,1,9,8,2,1,True
Rex,experiment2,14,181,Recolored Region 32 to Color 4,,4.5,recolor,32,4,31,3,,,1,10,9,0,1,True
Rex,experiment2,15,182,"Game Started (45 regions, 5 conflicts)",1 4 15 21 22 24 25 28 32 44,0.0,game_started,,,,,45,5,1,1,,10,1,True
Rex,experiment2,15,183,Recolored Region 28 to Color 1,1 4 11 15 17 21 22 24 28 32 44,3.8,recolor,28,1,27,0,,,1,2,1,11,1,True
Rex,experiment2,15,184,Recolored Region 24 to Color 1,1 4 11 15 17 21 28 32 44,1.1,recolor,24,1,23,0,,,1,3,2,9,1,True
Rex,experiment2,15,185,Recolored Region 21 to Color 4,1 4 11 15 17 28 44,6.7,recolor,21,4,20,3,,,1,4,3,7,1,True
Rex,experiment2,15,186,Recolored Region 1 to Color 3,4 11 15 17 28,4.6,recolor,1,3,0,2,,,1,5,4,5,1,True
Rex,experiment2,15,187,Recolored Region 33 to Color 1,4 11 15 17 28 33,8.8,recolor,33,1,32,0,,,1,6,5,6,1,True
Rex,experiment2,15,188,Recolored Region 3 to Color 4,3 4 11 15 17 28 33 43,2.1,recolor,3,4,2,3,,,1,7,6,8,1,True
Rex,experiment2,15,189,Recolored Region 43 to Color 2,4 11 15 17 28 33,2.0,recolor,43,2,42,1,,,1,8,7,6,1,True
Rex,experiment2,15,190,Recolored Region 11 to Color 3,4 11 15 17 28,5.7,recolor,11,3,10,2,,,1,9,8,5,1,True
Rex,experiment2,15,191,Recolored Region 15 to Color 4,4 11 17 28,20.5,recolor,15,4,14,3,,,1,10,9,4,1,True
Rex,experiment2,15,192,Recolored Region 28 to Color 3,4 11 28,7.1,recolor,28,3,27,2,,,1,11,10,3,1,True
Rex,experiment2,15,193,Recolored Region 4 to Color 1,4 11 28 33,9.8,recolor,4,1,3,0,,,1,12,11,4,1,True
Rex,experiment2,15,194,Recolored Region 33 to Color 3,11 28 33,15.9,recolor,33,3,32,2,,,1,13,12,3,1,True
Rex,experiment2,15,195,Recolored Region 40 to Color 1,11 28 33,7.2,recolor,40,1,39,0,,,1,14,13,3,1,True
Rex,experiment2,15,196,Recolored Region 11 to Color 1,4 11 40,2.4,recolor,11,1,10,0,,,1,15,14,3,1,True
Rex,experiment2,15,197,Recolored Region 11 to Color 2,,2.1,recolor,11,2,10,1,,,1,16,15,0,1,True
Rex,experiment2,16,198,"Game Started (45 regions, 10 conflicts)",1 5 7 9 16 21 26 27 29 30 31 36 41 42,0.0,game_started,,,,,45,10,1,1,,14,1,True
Rex,experiment2,16,199,Recolored Region 27 to Color 2,1 5 7 9 16 21 25 26 27 29 30 31 36 41 42,7.8,recolor,27,2,26,1,,,1,2,1,15,1,True
Rex,experiment2,16,200,Recolored Region 25 to Color 3,1 5 7 9 16 21 25 26 29 30 31 35 36 41 42,2.9,recolor,25,3,24,2,,,1,3,2,15,1,True
Rex,experiment2,16,201,Recolored Region 35 to Color 4,1 5 7 9 16 21 26 29 30 31 36 41 42,2.9,recolor,35,4,34,3,,,1,4,3,13,1,True
Rex,experiment2,16,202,Recolored Region 26 to Color 3,1 2 9 16 21 26 29 30 31 36 41 42,2.5,recolor,26,3,25,2,,,1,5,4,12,1,True
Rex,experiment2,16,203,Recolored Region 29 to Color 2,1 2 9 16 21 26 30 31 36 41,5.7,recolor,29,2,28,1,,,1,6,5,10,1,True
