[Actions]
SessionID,Round,NumRegions,Step,Action,TimeTaken(s)
郭lx,1,20,44,"Colored Region 14 with Color 3",1.2
郭lx,1,20,45,"Colored Region 16 with Color 3",1.2
郭lx,1,20,46,"Colored Region 16 with Eraser",1.8
郭lx,1,20,47,"Colored Region 3 with Color 3",5.7
郭lx,1,20,48,"Colored Region 7 with Color 4",3.2
郭lx,1,20,49,"Colored Region 16 with Color 4",0.8
郭lx,1,20,50,"Colored Region 20 with Color 4",1.0
郭lx,1,20,51,"Colored Region 19 with Color 1",49.6
郭lx,1,20,52,"Colored Region 19 with Eraser",1.6
郭lx,1,20,53,"Colored Region 1 with Eraser",6.2
郭lx,1,20,54,"Colored Region 7 with Eraser",0.6
郭lx,1,20,55,"Colored Region 8 with Color 3",2.5
郭lx,1,20,56,"Colored Region 7 with Color 4",4.4
郭lx,1,20,57,"Colored Region 19 with Color 2",2.2
郭lx,1,20,58,"Colored Region 8 with Eraser",12.1
郭lx,1,20,59,"Colored Region 5 with Eraser",0.3
郭lx,1,20,60,"Colored Region 5 with Color 3",0.9
郭lx,1,20,61,"Colored Region 8 with Color 1",1.8
郭lx,1,20,62,"Colored Region 1 with Color 3",2.1
郭lx,2,23,63,"Game Started (23 regions)",0.0
郭lx,2,23,64,"Colored Region 14 with Color 4",4.1
郭lx,2,23,65,"Colored Region 10 with Color 4",2.8
郭lx,2,23,66,"Colored Region 18 with Color 4",2.5
郭lx,2,23,67,"Colored Region 2 with Color 4",1.8
郭lx,2,23,68,"Colored Region 16 with Color 4",0.8
郭lx,2,23,69,"Colored Region 3 with Color 4",1.1
郭lx,2,23,70,"Colored Region 17 with Color 4",4.3
郭lx,2,23,71,"Colored Region 17 with Eraser",2.0
郭lx,2,23,72,"Colored Region 2 with Eraser",2.6
郭lx,2,23,73,"Colored Region 17 with Color 4",4.6
郭lx,2,23,74,"Colored Region 9 with Color 3",12.9
郭lx,2,23,75,"Colored Region 7 with Color 3",7.6
郭lx,2,23,76,"Colored Region 23 with Color 3",1.6
郭lx,2,23,77,"Colored Region 15 with Color 3",2.7
郭lx,2,23,78,"Colored Region 13 with Color 3",1.1
郭lx,2,23,79,"Colored Region 13 with Eraser",2.2
郭lx,2,23,80,"Colored Region 8 with Color 3",2.3
郭lx,2,23,81,"Colored Region 2 with Color 3",1.1
郭lx,2,23,82,"Colored Region 5 with Color 3",2.1
郭lx,2,23,83,"Colored Region 5 with Eraser",1.9
郭lx,2,23,84,"Colored Region 22 with Color 3",2.1
郭lx,2,23,85,"Colored Region 11 with Color 2",3.7
郭lx,2,23,86,"Colored Region 4 with Color 2",1.5
郭lx,2,23,87,"Colored Region 21 with Color 2",1.0
郭lx,2,23,88,"Colored Region 5 with Color 2",2.6
郭lx,2,23,89,"Colored Region 12 with Color 2",0.8
郭lx,2,23,90,"Colored Region 19 with Color 2",0.9
郭lx,2,23,91,"Colored Region 19 with Eraser",1.6
郭lx,2,23,92,"Colored Region 12 with Eraser",0.3
郭lx,2,23,93,"Colored Region 13 with Color 2",1.7
郭lx,2,23,94,"Colored Region 13 with Eraser",1.5
郭lx,2,23,95,"Colored Region 20 with Color 1",2.7
郭lx,2,23,96,"Colored Region 6 with Color 1",0.5
郭lx,2,23,97,"Colored Region 19 with Color 1",0.6
郭lx,2,23,98,"Colored Region 12 with Color 1",0.4
郭lx,2,23,99,"Colored Region 1 with Color 1",20.7
郭lx,2,23,100,"Colored Region 1 with Eraser",1.3
郭lx,2,23,101,"Colored Region 10 with Eraser",52.0
郭lx,2,23,102,"Colored Region 11 with Eraser",0.3
郭lx,2,23,103,"Colored Region 10 with Color 2",1.6
郭lx,2,23,104,"Colored Region 23 with Eraser",8.2
郭lx,2,23,105,"Colored Region 14 with Eraser",0.2
郭lx,2,23,106,"Colored Region 18 with Eraser",0.5
郭lx,2,23,107,"Colored Region 14 with Color 1",4.9
郭lx,2,23,108,"Colored Region 14 with Eraser",1.6
郭lx,2,23,109,"Colored Region 14 with Color 4",3.3
郭lx,2,23,110,"Colored Region 23 with Color 3",1.9
郭lx,2,23,111,"Colored Region 23 with Eraser",8.7
郭lx,2,23,112,"Colored Region 14 with Eraser",0.3
郭lx,2,23,113,"Colored Region 14 with Color 3",2.2
郭lx,2,23,114,"Colored Region 8 with Eraser",4.4
郭lx,2,23,115,"Colored Region 20 with Eraser",0.3
郭lx,2,23,116,"Colored Region 14 with Eraser",0.3
郭lx,2,23,117,"Colored Region 8 with Color 3",1.5
郭lx,2,23,118,"Colored Region 20 with Color 2",1.5
郭lx,2,23,119,"Colored Region 4 with Eraser",2.1
郭lx,2,23,120,"Colored Region 20 with Eraser",0.4
郭lx,2,23,121,"Colored Region 20 with Color 4",3.5
郭lx,2,23,122,"Colored Region 14 with Color 3",6.9
郭lx,2,23,123,"Colored Region 11 with Color 1",3.3
郭lx,2,23,124,"Colored Region 23 with Color 2",31.2
郭lx,2,23,125,"Colored Region 4 with Color 2",1.7
郭lx,2,23,126,"Colored Region 13 with Color 4",4.1
郭lx,2,23,127,"Colored Region 18 with Color 4",7.4
郭lx,2,23,128,"Colored Region 20 with Eraser",1.3
郭lx,2,23,129,"Colored Region 20 with Color 4",1.7
郭lx,2,23,130,"Colored Region 18 with Eraser",1.1
郭lx,2,23,131,"Colored Region 18 with Color 3",2.5
郭lx,2,23,132,"Colored Region 21 with Eraser",4.7
郭lx,2,23,133,"Colored Region 16 with Eraser",0.7
郭lx,2,23,134,"Colored Region 7 with Eraser",0.4
郭lx,2,23,135,"Colored Region 16 with Color 4",3.4
郭lx,2,23,136,"Colored Region 7 with Color 2",15.1
郭lx,2,23,137,"Colored Region 21 with Color 2",3.5
郭lx,2,23,138,"Colored Region 21 with Eraser",1.6
郭lx,2,23,139,"Colored Region 7 with Eraser",0.3
郭lx,2,23,140,"Colored Region 7 with Color 2",4.3
郭lx,2,23,141,"Colored Region 21 with Color 1",3.8
郭lx,2,23,142,"Colored Region 5 with Eraser",19.9
郭lx,2,23,143,"Colored Region 22 with Eraser",1.1
郭lx,2,23,144,"Colored Region 5 with Color 2",4.0
郭lx,2,23,145,"Colored Region 22 with Color 2",1.1
郭lx,2,23,146,"Colored Region 22 with Eraser",1.7
郭lx,2,23,147,"Colored Region 1 with Color 2",3.4
郭lx,2,23,148,"Colored Region 1 with Eraser",1.7
郭lx,2,23,149,"Colored Region 4 with Eraser",11.7
郭lx,2,23,150,"Colored Region 4 with Color 4",1.1
郭lx,2,23,151,"Colored Region 13 with Eraser",1.5
郭lx,2,23,152,"Colored Region 20 with Eraser",0.6
郭lx,2,23,153,"Colored Region 20 with Color 4",2.0
郭lx,2,23,154,"Colored Region 13 with Color 4",0.4
郭lx,2,23,155,"Colored Region 4 with Eraser",1.7
郭lx,2,23,156,"Colored Region 12 with Eraser",0.6
郭lx,2,23,157,"Colored Region 9 with Eraser",0.4
郭lx,2,23,158,"Colored Region 17 with Eraser",0.2
郭lx,2,23,159,"Colored Region 19 with Eraser",0.3
郭lx,2,23,160,"Colored Region 5 with Eraser",0.3
郭lx,2,23,161,"Colored Region 2 with Eraser",0.3
郭lx,2,23,162,"Colored Region 3 with Eraser",0.6
郭lx,2,23,163,"Colored Region 21 with Eraser",0.4
郭lx,2,23,164,"Colored Region 16 with Eraser",0.3
郭lx,2,23,165,"Colored Region 7 with Eraser",0.2
郭lx,2,23,166,"Colored Region 6 with Eraser",0.3
郭lx,2,23,167,"Colored Region 18 with Eraser",0.6
郭lx,2,23,168,"Colored Region 6 with Color 1",5.7
郭lx,2,23,169,"Colored Region 4 with Color 1",1.5
郭lx,2,23,170,"Colored Region 18 with Color 3",4.0
郭lx,2,23,171,"Colored Region 1 with Color 3",1.6
郭lx,2,23,172,"Colored Region 1 with Eraser",1.3
郭lx,2,23,173,"Colored Region 7 with Color 3",3.0
郭lx,2,23,174,"Colored Region 12 with Color 3",1.2
郭lx,2,23,175,"Colored Region 22 with Color 3",9.3
郭lx,2,23,176,"Colored Region 19 with Color 3",1.7
郭lx,2,23,177,"Colored Region 16 with Color 1",4.3
郭lx,2,23,178,"Colored Region 17 with Color 1",6.3
郭lx,2,23,179,"Colored Region 3 with Color 1",2.7
郭lx,2,23,180,"Colored Region 9 with Color 2",4.9
郭lx,2,23,181,"Colored Region 5 with Color 2",0.9
郭lx,2,23,182,"Colored Region 1 with Color 2",1.5
郭lx,2,23,183,"Colored Region 1 with Eraser",1.6
郭lx,2,23,184,"Colored Region 21 with Color 2",2.3
郭lx,2,23,185,"Colored Region 1 with Color 4",1.4
郭lx,2,23,186,"Colored Region 2 with Color 4",1.3
郭lx,3,26,187,"Game Started (26 regions)",0.0
郭lx,3,26,188,"Colored Region 8 with Color 3",4.9
郭lx,3,26,189,"Colored Region 25 with Color 3",1.8
郭lx,3,26,190,"Colored Region 13 with Color 3",0.8
郭lx,3,26,191,"Colored Region 20 with Color 3",3.0
郭lx,3,26,192,"Colored Region 17 with Color 1",2.7
郭lx,3,26,193,"Colored Region 24 with Color 1",0.9
郭lx,3,26,194,"Colored Region 18 with Color 1",5.3
郭lx,3,26,195,"Colored Region 3 with Color 2",9.4
郭lx,3,26,196,"Colored Region 26 with Color 2",0.9
郭lx,3,26,197,"Colored Region 7 with Color 4",2.2
郭lx,3,26,198,"Colored Region 12 with Color 4",1.1
郭lx,3,26,199,"Colored Region 9 with Color 3",7.1
郭lx,3,26,200,"Colored Region 19 with Color 3",1.2
郭lx,3,26,201,"Colored Region 15 with Color 3",1.2
郭lx,3,26,202,"Colored Region 5 with Color 3",3.2
郭lx,3,26,203,"Colored Region 4 with Color 3",3.9
郭lx,3,26,204,"Colored Region 4 with Eraser",1.6
郭lx,3,26,205,"Colored Region 10 with Color 3",2.6
郭lx,3,26,206,"Colored Region 1 with Color 1",2.5
郭lx,3,26,207,"Colored Region 16 with Color 1",1.6
郭lx,3,26,208,"Colored Region 4 with Color 1",2.0
郭lx,3,26,209,"Colored Region 22 with Color 2",8.8
郭lx,3,26,210,"Colored Region 11 with Color 2",0.8
郭lx,3,26,211,"Colored Region 23 with Color 2",0.7
郭lx,3,26,212,"Colored Region 6 with Color 2",0.8
郭lx,3,26,213,"Colored Region 2 with Color 2",3.1
郭lx,3,26,214,"Colored Region 14 with Color 4",2.1
郭lx,3,26,215,"Colored Region 21 with Color 4",1.1
郭lx,3,26,216,"Colored Region 21 with Eraser",1.5
郭lx,3,26,217,"Colored Region 11 with Eraser",0.7
郭lx,3,26,218,"Colored Region 11 with Color 4",1.3
郭lx,3,26,219,"Colored Region 21 with Color 2",1.9
郭lx,3,26,220,"Colored Region 6 with Eraser",1.8
郭lx,3,26,221,"Colored Region 6 with Color 4",7.6
郭lx,4,28,222,"Game Started (28 regions)",0.0
郭lx,4,28,223,"Colored Region 6 with Color 1",5.3
郭lx,4,28,224,"Colored Region 11 with Color 1",0.8
郭lx,4,28,225,"Colored Region 20 with Color 1",3.6
郭lx,4,28,226,"Colored Region 20 with Eraser",1.4
郭lx,4,28,227,"Colored Region 27 with Color 1",7.3
郭lx,4,28,228,"Colored Region 3 with Color 1",3.7
郭lx,4,28,229,"Colored Region 15 with Color 1",1.9
郭lx,4,28,230,"Colored Region 21 with Color 2",1.9
郭lx,4,28,231,"Colored Region 25 with Color 2",0.8
郭lx,4,28,232,"Colored Region 7 with Color 2",1.8
郭lx,4,28,233,"Colored Region 26 with Color 2",1.2
郭lx,4,28,234,"Colored Region 8 with Color 2",2.1
郭lx,4,28,235,"Colored Region 5 with Color 2",1.3
郭lx,4,28,236,"Colored Region 9 with Color 2",1.2
郭lx,4,28,237,"Colored Region 19 with Color 3",3.5
郭lx,4,28,238,"Colored Region 20 with Color 3",0.9
郭lx,4,28,239,"Colored Region 12 with Color 3",1.2
郭lx,4,28,240,"Colored Region 23 with Color 3",1.5
郭lx,4,28,241,"Colored Region 24 with Color 4",18.0
郭lx,4,28,242,"Colored Region 13 with Color 1",5.4
郭lx,4,28,243,"Colored Region 28 with Color 1",1.2
郭lx,4,28,244,"Colored Region 28 with Eraser",1.3
郭lx,4,28,245,"Colored Region 18 with Color 1",3.2
郭lx,4,28,246,"Colored Region 22 with Color 1",0.8
郭lx,4,28,247,"Colored Region 4 with Color 2",4.0
郭lx,4,28,248,"Colored Region 2 with Color 2",0.9
郭lx,4,28,249,"Colored Region 10 with Color 4",7.9
郭lx,4,28,250,"Colored Region 16 with Color 4",1.3
郭lx,4,28,251,"Colored Region 14 with Color 4",1.0
郭lx,4,28,252,"Colored Region 1 with Color 4",2.6
郭lx,4,28,253,"Colored Region 1 with Eraser",1.6
郭lx,4,28,254,"Colored Region 1 with Color 3",4.0
郭lx,4,28,255,"Colored Region 17 with Color 3",1.5
郭lx,4,28,256,"Colored Region 3 with Eraser",5.0
郭lx,4,28,257,"Colored Region 3 with Color 4",0.9
郭lx,4,28,258,"Colored Region 28 with Color 1",2.1
郭lx,5,31,259,"Game Started (31 regions)",0.0
郭lx,5,31,260,"Colored Region 26 with Color 1",4.8
郭lx,5,31,261,"Colored Region 15 with Color 1",1.3
郭lx,5,31,262,"Colored Region 4 with Color 1",1.5
郭lx,5,31,263,"Colored Region 8 with Color 1",3.8
郭lx,5,31,264,"Colored Region 27 with Color 1",0.8
郭lx,5,31,265,"Colored Region 22 with Color 1",2.2
郭lx,5,31,266,"Colored Region 7 with Color 1",2.0
郭lx,5,31,267,"Colored Region 12 with Color 1",1.3
郭lx,5,31,268,"Colored Region 12 with Eraser",1.6
郭lx,5,31,269,"Colored Region 21 with Color 2",2.3
郭lx,5,31,270,"Colored Region 16 with Color 2",0.7
郭lx,5,31,271,"Colored Region 3 with Color 2",1.2
郭lx,5,31,272,"Colored Region 5 with Color 2",2.9
郭lx,5,31,273,"Colored Region 1 with Color 2",2.6
郭lx,5,31,274,"Colored Region 11 with Color 3",9.6
郭lx,5,31,275,"Colored Region 13 with Color 3",0.6
郭lx,5,31,276,"Colored Region 23 with Color 3",0.9
郭lx,5,31,277,"Colored Region 20 with Color 3",0.9
郭lx,5,31,278,"Colored Region 12 with Color 3",1.3
郭lx,5,31,279,"Colored Region 19 with Color 3",2.5
郭lx,5,31,280,"Colored Region 31 with Color 3",1.7
郭lx,5,31,281,"Colored Region 31 with Eraser",1.6
郭lx,5,31,282,"Colored Region 31 with Color 4",1.4
郭lx,5,31,283,"Colored Region 17 with Color 1",8.6
郭lx,5,31,284,"Colored Region 9 with Color 1",1.2
郭lx,5,31,285,"Colored Region 2 with Color 3",7.6
郭lx,5,31,286,"Colored Region 25 with Color 3",2.0
郭lx,5,31,287,"Colored Region 29 with Color 2",4.3
郭lx,5,31,288,"Colored Region 29 with Eraser",1.3
郭lx,5,31,289,"Colored Region 24 with Color 2",2.7
郭lx,5,31,290,"Colored Region 28 with Color 2",1.4
郭lx,5,31,291,"Colored Region 29 with Color 4",15.7
郭lx,5,31,292,"Colored Region 18 with Color 4",1.2
郭lx,5,31,293,"Colored Region 10 with Color 4",1.0
郭lx,5,31,294,"Colored Region 9 with Eraser",4.7
郭lx,5,31,295,"Colored Region 24 with Eraser",0.3
郭lx,5,31,296,"Colored Region 2 with Eraser",0.3
郭lx,5,31,297,"Colored Region 9 with Color 2",1.8
郭lx,5,31,298,"Colored Region 14 with Color 1",3.9
郭lx,5,31,299,"Colored Region 24 with Color 3",2.7
郭lx,5,31,300,"Colored Region 2 with Color 1",3.3
郭lx,5,31,301,"Colored Region 22 with Eraser",10.5
郭lx,5,31,302,"Colored Region 5 with Eraser",0.3
郭lx,5,31,303,"Colored Region 22 with Color 2",2.1
郭lx,5,31,304,"Colored Region 5 with Color 1",1.2
郭lx,5,31,305,"Colored Region 27 with Eraser",1.7
郭lx,5,31,306,"Colored Region 8 with Eraser",0.3
郭lx,5,31,307,"Colored Region 8 with Color 2",4.7
郭lx,5,31,308,"Colored Region 16 with Eraser",1.5
郭lx,5,31,309,"Colored Region 27 with Color 2",5.1
郭lx,5,31,310,"Colored Region 16 with Color 4",1.7
郭lx,5,31,311,"Colored Region 18 with Eraser",10.0
郭lx,5,31,312,"Colored Region 19 with Eraser",0.4
郭lx,5,31,313,"Colored Region 18 with Color 3",6.7
郭lx,5,31,314,"Colored Region 23 with Eraser",1.3
郭lx,5,31,315,"Colored Region 23 with Color 4",2.4
郭lx,5,31,316,"Colored Region 1 with Eraser",9.8
郭lx,5,31,317,"Colored Region 1 with Color 1",1.1
郭lx,5,31,318,"Colored Region 4 with Eraser",1.1
郭lx,5,31,319,"Colored Region 4 with Color 2",5.1
郭lx,5,31,320,"Colored Region 12 with Eraser",20.5
郭lx,5,31,321,"Colored Region 3 with Eraser",0.3
郭lx,5,31,322,"Colored Region 12 with Color 3",4.1
郭lx,5,31,323,"Colored Region 3 with Color 2",2.1
郭lx,5,31,324,"Colored Region 29 with Eraser",15.1
郭lx,5,31,325,"Colored Region 18 with Eraser",23.9
郭lx,5,31,326,"Colored Region 30 with Color 3",1.2
郭lx,5,31,327,"Colored Region 6 with Color 4",6.6
郭lx,5,31,328,"Colored Region 19 with Color 4",4.4
郭lx,5,31,329,"Colored Region 23 with Eraser",6.8
郭lx,5,31,330,"Colored Region 23 with Color 3",2.3
郭lx,5,31,331,"Colored Region 18 with Color 2",5.2
郭lx,5,31,332,"Colored Region 28 with Eraser",1.5
郭lx,5,31,333,"Colored Region 18 with Eraser",0.9
郭lx,5,31,334,"Colored Region 18 with Color 2",3.0
郭lx,5,31,335,"Colored Region 14 with Eraser",4.7
郭lx,5,31,336,"Colored Region 25 with Eraser",0.3
郭lx,5,31,337,"Colored Region 10 with Eraser",0.3
郭lx,5,31,338,"Colored Region 9 with Eraser",0.4
郭lx,5,31,339,"Colored Region 24 with Eraser",0.3
郭lx,5,31,340,"Colored Region 2 with Eraser",0.6
郭lx,5,31,341,"Colored Region 14 with Color 2",24.8
郭lx,5,31,342,"Colored Region 28 with Color 1",12.8
郭lx,5,31,343,"Colored Region 7 with Eraser",2.3
郭lx,5,31,344,"Colored Region 7 with Color 2",4.4
郭lx,5,31,345,"Colored Region 25 with Color 3",4.9
郭lx,5,31,346,"Colored Region 10 with Color 4",1.6
郭lx,5,31,347,"Colored Region 29 with Color 3",4.0
郭lx,5,31,348,"Colored Region 2 with Color 3",1.0
郭lx,5,31,349,"Colored Region 2 with Eraser",6.8
郭lx,5,31,350,"Colored Region 2 with Color 1",2.9
郭lx,5,31,351,"Colored Region 2 with Eraser",5.7
郭lx,5,31,352,"Colored Region 2 with Color 2",1.6
郭lx,5,31,353,"Colored Region 9 with Color 1",3.6
郭lx,5,31,354,"Colored Region 24 with Color 3",3.5
郭lx,6,34,355,"Game Started (34 regions)",0.0
郭lx,6,34,356,"Colored Region 7 with Color 2",3.6
郭lx,6,34,357,"Colored Region 2 with Color 3",2.5
郭lx,6,34,358,"Colored Region 2 with Eraser",1.9
郭lx,6,34,359,"Colored Region 2 with Color 2",1.1
郭lx,6,34,360,"Colored Region 4 with Color 2",1.4
郭lx,6,34,361,"Colored Region 15 with Color 2",1.1
郭lx,6,34,362,"Colored Region 20 with Color 2",4.2
郭lx,6,34,363,"Colored Region 18 with Color 1",1.7
郭lx,6,34,364,"Colored Region 32 with Color 1",1.0
郭lx,6,34,365,"Colored Region 5 with Color 1",2.7
郭lx,6,34,366,"Colored Region 5 with Eraser",1.4
郭lx,6,34,367,"Colored Region 13 with Color 1",3.0
郭lx,6,34,368,"Colored Region 17 with Color 4",1.9
郭lx,6,34,369,"Colored Region 25 with Color 3",1.9
郭lx,6,34,370,"Colored Region 5 with Color 4",3.5
郭lx,6,34,371,"Colored Region 30 with Color 1",7.8
郭lx,6,34,372,"Colored Region 23 with Color 2",2.4
郭lx,6,34,373,"Colored Region 15 with Eraser",1.4
郭lx,6,34,374,"Colored Region 28 with Color 3",3.8
郭lx,6,34,375,"Colored Region 16 with Color 4",12.3
郭lx,6,34,376,"Colored Region 15 with Color 2",4.7
郭lx,6,34,377,"Colored Region 15 with Eraser",1.9
郭lx,6,34,378,"Colored Region 15 with Color 1",1.8
郭lx,6,34,379,"Colored Region 15 with Eraser",1.5
郭lx,6,34,380,"Colored Region 16 with Color 3",2.1
郭lx,6,34,381,"Colored Region 15 with Color 3",0.8
郭lx,6,34,382,"Colored Region 16 with Eraser",1.6
郭lx,6,34,383,"Colored Region 16 with Color 4",1.6
郭lx,6,34,384,"Colored Region 21 with Color 2",5.3
郭lx,6,34,385,"Colored Region 21 with Eraser",3.9
郭lx,6,34,386,"Colored Region 10 with Color 2",1.4
郭lx,6,34,387,"Colored Region 14 with Color 1",2.9
郭lx,6,34,388,"Colored Region 21 with Color 3",4.8
郭lx,6,34,389,"Colored Region 3 with Color 4",2.1
郭lx,6,34,390,"Colored Region 19 with Color 1",8.7
郭lx,6,34,391,"Colored Region 29 with Color 3",4.7
郭lx,6,34,392,"Colored Region 11 with Color 4",7.3
郭lx,6,34,393,"Colored Region 8 with Color 1",4.9
郭lx,6,34,394,"Colored Region 26 with Color 2",2.0
郭lx,6,34,395,"Colored Region 34 with Color 1",4.9
郭lx,6,34,396,"Colored Region 34 with Eraser",1.5
郭lx,6,34,397,"Colored Region 34 with Color 3",1.2
郭lx,6,34,398,"Colored Region 22 with Color 3",1.7
郭lx,6,34,399,"Colored Region 24 with Color 2",2.0
郭lx,6,34,400,"Colored Region 27 with Color 1",10.5
郭lx,6,34,401,"Colored Region 27 with Eraser",1.3
郭lx,6,34,402,"Colored Region 6 with Color 1",3.0
郭lx,6,34,403,"Colored Region 9 with Color 1",1.9
郭lx,6,34,404,"Colored Region 6 with Eraser",1.1
郭lx,6,34,405,"Colored Region 1 with Color 2",4.0
郭lx,6,34,406,"Colored Region 12 with Color 3",2.6
郭lx,6,34,407,"Colored Region 33 with Color 3",2.2
郭lx,6,34,408,"Colored Region 6 with Color 4",5.3
郭lx,6,34,409,"Colored Region 27 with Color 4",11.1
郭lx,6,34,410,"Colored Region 14 with Eraser",1.7
郭lx,6,34,411,"Colored Region 14 with Color 4",4.4
郭lx,6,34,412,"Colored Region 31 with Color 1",3.1
郭lx,7,37,413,"Game Started (37 regions)",0.0
郭lx,7,37,414,"Colored Region 31 with Color 2",5.3
郭lx,7,37,415,"Colored Region 4 with Color 2",3.8
郭lx,7,37,416,"Colored Region 10 with Color 2",1.4
郭lx,7,37,417,"Colored Region 1 with Color 2",2.5
郭lx,7,37,418,"Colored Region 36 with Color 1",2.0
郭lx,7,37,419,"Colored Region 26 with Color 1",2.5
郭lx,7,37,420,"Colored Region 29 with Color 4",1.8
郭lx,7,37,421,"Colored Region 23 with Color 4",7.1
郭lx,7,37,422,"Colored Region 23 with Eraser",2.9
郭lx,7,37,423,"Colored Region 23 with Color 1",2.3
郭lx,7,37,424,"Colored Region 25 with Color 1",2.4
郭lx,7,37,425,"Colored Region 3 with Color 1",2.4
郭lx,7,37,426,"Colored Region 12 with Color 1",1.3
郭lx,7,37,427,"Colored Region 18 with Color 1",1.5
郭lx,7,37,428,"Colored Region 23 with Color 4",3.1
郭lx,7,37,429,"Colored Region 7 with Color 4",1.3
郭lx,7,37,430,"Colored Region 23 with Color 1",2.6
郭lx,7,37,431,"Colored Region 35 with Color 3",2.0
郭lx,7,37,432,"Colored Region 9 with Color 3",3.0
郭lx,7,37,433,"Colored Region 33 with Color 2",1.3
郭lx,7,37,434,"Colored Region 30 with Color 2",3.4
郭lx,7,37,435,"Colored Region 16 with Color 4",1.6
郭lx,7,37,436,"Colored Region 14 with Color 3",1.0
郭lx,7,37,437,"Colored Region 6 with Color 1",3.4
郭lx,7,37,438,"Colored Region 21 with Color 4",2.1
郭lx,7,37,439,"Colored Region 15 with Color 2",5.1
郭lx,7,37,440,"Colored Region 20 with Color 3",2.9
郭lx,7,37,441,"Colored Region 32 with Color 3",3.4
郭lx,7,37,442,"Colored Region 19 with Color 3",1.3
郭lx,7,37,443,"Colored Region 11 with Color 3",7.3
郭lx,7,37,444,"Colored Region 27 with Color 3",3.3
郭lx,7,37,445,"Colored Region 13 with Color 4",5.3
郭lx,7,37,446,"Colored Region 12 with Eraser",7.6
郭lx,7,37,447,"Colored Region 12 with Color 2",2.3
郭lx,7,37,448,"Colored Region 4 with Eraser",1.5
郭lx,7,37,449,"Colored Region 26 with Eraser",17.6
郭lx,7,37,450,"Colored Region 29 with Eraser",0.4
郭lx,7,37,451,"Colored Region 26 with Color 4",2.2
郭lx,7,37,452,"Colored Region 29 with Color 3",5.2
郭lx,7,37,453,"Colored Region 9 with Eraser",1.1
郭lx,7,37,454,"Colored Region 9 with Color 4",3.0
郭lx,7,37,455,"Colored Region 4 with Color 2",3.3
郭lx,7,37,456,"Colored Region 12 with Eraser",1.6
郭lx,7,37,457,"Colored Region 28 with Color 1",10.4
郭lx,7,37,458,"Colored Region 22 with Color 1",4.4
郭lx,7,37,459,"Colored Region 22 with Eraser",4.9
郭lx,7,37,460,"Colored Region 19 with Eraser",1.7
郭lx,7,37,461,"Colored Region 22 with Color 1",1.5
郭lx,7,37,462,"Colored Region 19 with Color 4",2.0
郭lx,7,37,463,"Colored Region 2 with Color 2",4.1
